0,
 0 , -10.841974079347738
 0 , -5.036912332107698
 0 , -3.086093985909415
 0 , -3.097854638010239
 0 , -3.0803717814126896
 0 , -3.068270088706488
 0 , -3.0474405071744117
 0 , -3.1311198795882578
 0 , -3.0454093402911644
 0 , -3.304542785530373
 0 , -2.645332669215943
 0 , -2.065051350001428
 0 , -1.9784381044407626
 0 , -2.077918479913304
 0 , -2.0014526385856626
 0 , -2.013501961297627
 0 , -1.9183204268244363
 0 , -1.9373841267780876
 0 , -1.9644635323919981
 0 , -1.9699225636329802
 10 , -2.5175051423899992
 10 , -2.442057471146928
 10 , -1.9902119190707284
 10 , -2.630280095143112
 10 , -2.874830109947726
 10 , -2.0351861149689707
 10 , -1.9897109475915733
 10 , -2.328773870074985
 10 , -2.6183970455345804
 10 , -1.9891846455725033
 10 , -2.089845833990866
 10 , -3.1892859761876116
 10 , -2.2621905402072215
 10 , -1.9684902734167562
 10 , -2.354695606636704
 10 , -2.7074086713004073
 10 , -2.0637057236307963
 10 , -2.0565110001921036
 10 , -3.3381337851504744
 10 , -2.2689945218541037
 20 , -2.150809881971946
 20 , -2.808236650486538
 20 , -2.588184994992347
 20 , -2.2139878200237466
 20 , -3.349280524718394
 20 , -3.01539788318566
 20 , -2.5951699403324016
 20 , -2.151929129618742
 20 , -2.5930299546268816
 20 , -2.686598874033085
 20 , -2.1698167887444604
 20 , -2.2136251755906504
 20 , -2.9354527457648154
 20 , -2.525484343104418
 20 , -2.2086316280558345
 20 , -2.749722493218363
 20 , -2.8870862821149585
 20 , -2.1731125648160847
 20 , -2.143899617964969
 20 , -2.6763939625804554
 20 , -2.6564269550548234
 30 , -4.17689408426304
 30 , -3.48297790961475
 30 , -2.7204149840551928
 30 , -3.322565865478406
 30 , -2.82669449247095
 30 , -2.74183194878125
 30 , -2.2189073692104513
 30 , -2.8519983400042515
 30 , -3.4531413192451543
 30 , -2.1952517868507906
 30 , -2.7456498525872
 30 , -2.9600176975811374
 30 , -2.1829849129501335
 30 , -2.1655642099097707
 30 , -2.691808405545357
 30 , -2.6080958147871747
 30 , -2.1913566525657586
 30 , -2.7383388813890046
 30 , -3.1526592173427845
 30 , -2.412427739096589
 30 , -2.211677772082779
 40 , -2.8144412372660836
 40 , -2.9311773242655903
 40 , -2.1706351578984124
 40 , -2.2098397050239478
 40 , -4.041616726236002
 40 , -2.4729949497427657
 40 , -2.183194003276083
 40 , -2.779426550096419
 40 , -3.0074060698289538
 40 , -2.192685144450727
 40 , -2.1964646908947043
 40 , -2.6880651469329573
 40 , -2.6258476609232946
 40 , -2.1876613856439504
 40 , -2.1792504867130744
 40 , -2.881328093516233
 40 , -2.5238223749515987
 40 , -2.2324742838672176
 40 , -3.164823917133315
 40 , -3.334791359976743
 40 , -3.905112625370943
 50 , -2.356680820655522
 50 , -2.978705209701256
 50 , -2.812532076978645
 50 , -2.367941314061418
 50 , -3.537964519824577
 50 , -3.222952052655439
 50 , -2.3927107964123335
 50 , -2.507097541916816
 50 , -2.8265304705854515
 50 , -2.825798798247972
 50 , -2.425538581269752
 50 , -2.4045023501496403
 50 , -3.0916417596861305
 50 , -2.667705183814377
 50 , -2.4317460167958966
 50 , -3.034152066022781
 50 , -3.13348035119114
